Time,FR_q0,FR_q1,FR_q2,FL_q0,FL_q1,FL_q2,RL_q0,RL_q1,RL_q2,RR_q0,RR_q1,RR_q2,FR_t0,FR_t1,FR_t2,FL_t0,FL_t1,FL_t2,RL_t0,RL_t1,RL_t2,RR_t0,RR_t1,RR_t2,foot_0,foot_1,foot_2,foot_3,FR,FL,RR,RL
7.56876,0.0419041,0.592168,-1.62251,-0.0495946,0.941692,-1.54775,-0.0411169,0.571519,-1.58198,0.0710311,0.941207,-1.55627,-0.46875,2.91797,-13.9141,-4.32812,-3.63281,6.30469,0.566406,2.94141,-13.5781,3.95703,-3.28906,9.3125,50,624,687,131,0,1,1,0
7.57889,0.0581934,0.657931,-1.55925,-0.0413591,1.0777,-1.70717,-0.0506846,0.638856,-1.53378,0.0674583,1.07921,-1.71456,5.21875,1.58203,9.71875,1.62891,-0.441406,-5.52734,-4.625,3.21484,12.6523,-1.28516,0,-5.41406,766,86,80,913,1,0,0,1
7.58908,0.0581934,0.657931,-1.55925,-0.0413591,1.0777,-1.70717,-0.0506846,0.638856,-1.53378,0.0674583,1.07921,-1.71456,5.21875,1.58203,9.71875,1.62891,-0.441406,-5.52734,-4.625,3.21484,12.6523,-1.28516,0,-5.41406,766,86,80,913,1,0,0,1
7.59925,0.0581934,0.657931,-1.55925,-0.0413591,1.0777,-1.70717,-0.0506846,0.638856,-1.53378,0.0674583,1.07921,-1.71456,5.21875,1.58203,9.71875,1.62891,-0.441406,-5.52734,-4.625,3.21484,12.6523,-1.28516,0,-5.41406,766,86,80,913,1,0,0,1
7.60969,0.0581934,0.657931,-1.55925,-0.0413591,1.0777,-1.70717,-0.0506846,0.638856,-1.53378,0.0674583,1.07921,-1.71456,5.21875,1.58203,9.71875,1.62891,-0.441406,-5.52734,-4.625,3.21484,12.6523,-1.28516,0,-5.41406,766,86,80,913,1,0,0,1
7.62048,0.0571034,0.767172,-1.58194,-0.0572851,1.15412,-2.15245,-0.0543179,0.735441,-1.54694,0.0821732,1.14479,-2.15709,4.94531,3.23828,11.5742,-1.23438,-3.01562,3.63281,-4.67188,5.48828,11.0195,0.664062,-3.1875,3.67188,852,87,97,840,1,0,0,1
0.154384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.171707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.187897,0.0659445,0.832874,-1.57677,-0.0421463,0.82591,-1.57338,-0.0410563,0.829907,-1.58146,0.0575879,0.826395,-1.5775,1.33203,0.195312,4.04297,-1.13672,0.320312,4.375,-1.28516,0.269531,4.41406,1.23438,0.144531,3.92969,426,441,377,414,1,1,1,1
0.198294,0.0659445,0.832874,-1.57677,-0.0421463,0.82591,-1.57338,-0.0410563,0.829907,-1.58146,0.0575879,0.826395,-1.5775,1.33203,0.195312,4.04297,-1.13672,0.320312,4.375,-1.28516,0.269531,4.41406,1.23438,0.144531,3.92969,426,441,377,414,1,1,1,1
0.208735,0.0659445,0.832874,-1.57677,-0.0421463,0.82591,-1.57338,-0.0410563,0.829907,-1.58146,0.0575879,0.826395,-1.5775,1.33203,0.195312,4.04297,-1.13672,0.320312,4.375,-1.28516,0.269531,4.41406,1.23438,0.144531,3.92969,426,441,377,414,1,1,1,1
0.218901,0.0658839,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0410563,0.829847,-1.58142,0.0576484,0.826395,-1.57754,1.38281,0.171875,3.96875,-1.08594,0.320312,4.375,-1.35938,0.21875,4.41406,1.33203,0.21875,4.00391,427,442,377,414,1,1,1,1
0.2292,0.0658839,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0410563,0.829847,-1.58142,0.0576484,0.826395,-1.57754,1.38281,0.171875,3.96875,-1.08594,0.320312,4.375,-1.35938,0.21875,4.41406,1.33203,0.21875,4.00391,427,442,377,414,1,1,1,1
0.239512,0.0658839,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0410563,0.829847,-1.58142,0.0576484,0.826395,-1.57754,1.38281,0.171875,3.96875,-1.08594,0.320312,4.375,-1.35938,0.21875,4.41406,1.33203,0.21875,4.00391,427,442,377,414,1,1,1,1
0.249685,0.0658839,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0410563,0.829847,-1.58142,0.0576484,0.826395,-1.57754,1.38281,0.171875,3.96875,-1.08594,0.320312,4.375,-1.35938,0.21875,4.41406,1.33203,0.21875,4.00391,427,442,377,414,1,1,1,1
0.259918,0.0659445,0.832874,-1.57677,-0.0421463,0.82591,-1.57338,-0.0410563,0.829907,-1.58146,0.0575879,0.826334,-1.57754,1.30859,0.121094,3.89453,-1.08594,0.21875,4.41406,-1.30859,0.21875,4.33984,1.13672,0.144531,3.92969,427,441,377,414,1,1,1,1
0.270075,0.0659445,0.832874,-1.57677,-0.0421463,0.82591,-1.57338,-0.0410563,0.829907,-1.58146,0.0575879,0.826334,-1.57754,1.30859,0.121094,3.89453,-1.08594,0.21875,4.41406,-1.30859,0.21875,4.33984,1.13672,0.144531,3.92969,427,441,377,414,1,1,1,1
0.280442,0.0659445,0.832874,-1.57677,-0.0421463,0.82591,-1.57338,-0.0410563,0.829907,-1.58146,0.0575879,0.826334,-1.57754,1.30859,0.121094,3.89453,-1.08594,0.21875,4.41406,-1.30859,0.21875,4.33984,1.13672,0.144531,3.92969,427,441,377,414,1,1,1,1
0.294939,0.0659445,0.832874,-1.57677,-0.0421463,0.82591,-1.57338,-0.0410563,0.829907,-1.58146,0.0575879,0.826334,-1.57754,1.30859,0.121094,3.89453,-1.08594,0.21875,4.41406,-1.30859,0.21875,4.33984,1.13672,0.144531,3.92969,427,441,377,414,1,1,1,1
0.306478,0.0658839,0.832935,-1.57677,-0.0422069,0.82591,-1.57338,-0.0409958,0.829847,-1.58142,0.0575879,0.826395,-1.57754,1.38281,0.0703125,4.07812,-1.10938,0.269531,4.41406,-1.35938,0.292969,4.33984,1.18359,0.144531,4.04297,427,441,377,414,1,1,1,1
0.31748,0.0658839,0.832935,-1.57677,-0.0422069,0.82591,-1.57338,-0.0409958,0.829847,-1.58142,0.0575879,0.826395,-1.57754,1.38281,0.0703125,4.07812,-1.10938,0.269531,4.41406,-1.35938,0.292969,4.33984,1.18359,0.144531,4.04297,427,441,377,414,1,1,1,1
0.330666,0.0658839,0.832935,-1.57677,-0.0422069,0.82591,-1.57338,-0.0409958,0.829847,-1.58142,0.0575879,0.826395,-1.57754,1.38281,0.0703125,4.07812,-1.10938,0.269531,4.41406,-1.35938,0.292969,4.33984,1.18359,0.144531,4.04297,427,441,377,414,1,1,1,1
0.347343,0.0659445,0.832935,-1.57677,-0.0421463,0.82591,-1.57338,-0.0410563,0.829907,-1.58146,0.0576484,0.826395,-1.57754,1.35938,0.195312,4.11719,-1.03516,0.171875,4.375,-1.38281,0.21875,4.52344,1.21094,0.21875,4.00391,427,442,377,414,1,1,1,1
0.357662,0.0659445,0.832935,-1.57677,-0.0421463,0.82591,-1.57338,-0.0410563,0.829907,-1.58146,0.0576484,0.826395,-1.57754,1.35938,0.195312,4.11719,-1.03516,0.171875,4.375,-1.38281,0.21875,4.52344,1.21094,0.21875,4.00391,427,442,377,414,1,1,1,1
0.36799,0.0659445,0.832935,-1.57677,-0.0421463,0.82591,-1.57338,-0.0410563,0.829907,-1.58146,0.0576484,0.826395,-1.57754,1.35938,0.195312,4.11719,-1.03516,0.171875,4.375,-1.38281,0.21875,4.52344,1.21094,0.21875,4.00391,427,442,377,414,1,1,1,1
0.378363,0.0659445,0.832874,-1.57677,-0.0420858,0.82585,-1.57338,-0.0409958,0.829907,-1.58142,0.0575879,0.826334,-1.57754,1.33203,0.171875,3.85547,-1.01172,0.246094,4.375,-1.28516,0.269531,4.41406,1.21094,0.195312,3.92969,427,442,377,414,1,1,1,1
0.388632,0.0659445,0.832874,-1.57677,-0.0420858,0.82585,-1.57338,-0.0409958,0.829907,-1.58142,0.0575879,0.826334,-1.57754,1.33203,0.171875,3.85547,-1.01172,0.246094,4.375,-1.28516,0.269531,4.41406,1.21094,0.195312,3.92969,427,442,377,414,1,1,1,1
0.398869,0.0659445,0.832874,-1.57677,-0.0420858,0.82585,-1.57338,-0.0409958,0.829907,-1.58142,0.0575879,0.826334,-1.57754,1.33203,0.171875,3.85547,-1.01172,0.246094,4.375,-1.28516,0.269531,4.41406,1.21094,0.195312,3.92969,427,442,377,414,1,1,1,1
0.409086,0.0659445,0.832874,-1.57677,-0.0420858,0.82585,-1.57338,-0.0409958,0.829907,-1.58142,0.0575879,0.826334,-1.57754,1.33203,0.171875,3.85547,-1.01172,0.246094,4.375,-1.28516,0.269531,4.41406,1.21094,0.195312,3.92969,427,442,377,414,1,1,1,1
0.419359,0.0659445,0.832874,-1.57677,-0.0422069,0.82585,-1.57338,-0.0409958,0.829847,-1.58142,0.0575879,0.826395,-1.57754,1.33203,0.144531,3.85547,-1.18359,0.21875,4.33984,-1.23438,0.195312,4.375,1.25781,0.195312,4.04297,426,442,377,414,1,1,1,1
0.42962,0.0659445,0.832874,-1.57677,-0.0422069,0.82585,-1.57338,-0.0409958,0.829847,-1.58142,0.0575879,0.826395,-1.57754,1.33203,0.144531,3.85547,-1.18359,0.21875,4.33984,-1.23438,0.195312,4.375,1.25781,0.195312,4.04297,426,442,377,414,1,1,1,1
0.440228,0.0659445,0.832874,-1.57677,-0.0422069,0.82585,-1.57338,-0.0409958,0.829847,-1.58142,0.0575879,0.826395,-1.57754,1.33203,0.144531,3.85547,-1.18359,0.21875,4.33984,-1.23438,0.195312,4.375,1.25781,0.195312,4.04297,426,442,377,414,1,1,1,1
0.450395,0.0659445,0.832874,-1.57677,-0.0422069,0.82585,-1.57338,-0.0409958,0.829847,-1.58142,0.0575879,0.826395,-1.57754,1.33203,0.144531,3.85547,-1.18359,0.21875,4.33984,-1.23438,0.195312,4.375,1.25781,0.195312,4.04297,426,442,377,414,1,1,1,1
0.46062,0.0659445,0.832935,-1.57677,-0.0422069,0.82591,-1.57338,-0.0409958,0.829907,-1.58146,0.0575879,0.826334,-1.57754,1.40625,0.0976562,4.00391,-1.08594,0.21875,4.375,-1.30859,0.21875,4.375,1.16016,0.195312,3.92969,427,442,376,414,1,1,1,1
0.471936,0.0659445,0.832935,-1.57677,-0.0422069,0.82591,-1.57338,-0.0409958,0.829907,-1.58146,0.0575879,0.826334,-1.57754,1.40625,0.0976562,4.00391,-1.08594,0.21875,4.375,-1.30859,0.21875,4.375,1.16016,0.195312,3.92969,427,442,376,414,1,1,1,1
0.482275,0.0659445,0.832935,-1.57677,-0.0422069,0.82591,-1.57338,-0.0409958,0.829907,-1.58146,0.0575879,0.826334,-1.57754,1.40625,0.0976562,4.00391,-1.08594,0.21875,4.375,-1.30859,0.21875,4.375,1.16016,0.195312,3.92969,427,442,376,414,1,1,1,1
0.492436,0.0658839,0.832935,-1.57677,-0.0422069,0.82591,-1.57338,-0.0409958,0.829907,-1.58142,0.0575879,0.826334,-1.57754,1.40625,0.144531,3.85547,-1.16016,0.21875,4.375,-1.43359,0.269531,4.375,1.18359,0.320312,3.89453,427,442,377,414,1,1,1,1
0.502821,0.0658839,0.832935,-1.57677,-0.0422069,0.82591,-1.57338,-0.0409958,0.829907,-1.58142,0.0575879,0.826334,-1.57754,1.40625,0.144531,3.85547,-1.16016,0.21875,4.375,-1.43359,0.269531,4.375,1.18359,0.320312,3.89453,427,442,377,414,1,1,1,1
0.513017,0.0658839,0.832935,-1.57677,-0.0422069,0.82591,-1.57338,-0.0409958,0.829907,-1.58142,0.0575879,0.826334,-1.57754,1.40625,0.144531,3.85547,-1.16016,0.21875,4.375,-1.43359,0.269531,4.375,1.18359,0.320312,3.89453,427,442,377,414,1,1,1,1
0.52537,0.0658839,0.832935,-1.57677,-0.0422069,0.82591,-1.57338,-0.0409958,0.829907,-1.58142,0.0575879,0.826334,-1.57754,1.40625,0.144531,3.85547,-1.16016,0.21875,4.375,-1.43359,0.269531,4.375,1.18359,0.320312,3.89453,427,442,377,414,1,1,1,1
0.535998,0.0659445,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0410563,0.829907,-1.58142,0.0575879,0.826395,-1.57754,1.13672,0.246094,3.82031,-1.13672,0.269531,4.375,-1.30859,0.246094,4.375,1.13672,0.171875,4.00391,427,441,377,414,1,1,1,1
0.546186,0.0659445,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0410563,0.829907,-1.58142,0.0575879,0.826395,-1.57754,1.13672,0.246094,3.82031,-1.13672,0.269531,4.375,-1.30859,0.246094,4.375,1.13672,0.171875,4.00391,427,441,377,414,1,1,1,1
0.556485,0.0659445,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0410563,0.829907,-1.58142,0.0575879,0.826395,-1.57754,1.13672,0.246094,3.82031,-1.13672,0.269531,4.375,-1.30859,0.246094,4.375,1.13672,0.171875,4.00391,427,441,377,414,1,1,1,1
0.566674,0.0659445,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0410563,0.829907,-1.58142,0.0575879,0.826395,-1.57754,1.13672,0.246094,3.82031,-1.13672,0.269531,4.375,-1.30859,0.246094,4.375,1.13672,0.171875,4.00391,427,441,377,414,1,1,1,1
0.577698,0.0659445,0.832874,-1.57677,-0.0422069,0.82585,-1.57334,-0.0409958,0.829847,-1.58142,0.0576484,0.826395,-1.57754,1.40625,0.121094,3.96875,-1.10938,0.21875,4.33984,-1.25781,0.21875,4.41406,1.18359,0.21875,4.04297,427,442,377,414,1,1,1,1
0.589649,0.0659445,0.832874,-1.57677,-0.0422069,0.82585,-1.57334,-0.0409958,0.829847,-1.58142,0.0576484,0.826395,-1.57754,1.40625,0.121094,3.96875,-1.10938,0.21875,4.33984,-1.25781,0.21875,4.41406,1.18359,0.21875,4.04297,427,442,377,414,1,1,1,1
0.60013,0.0659445,0.832874,-1.57677,-0.0422069,0.82585,-1.57334,-0.0409958,0.829847,-1.58142,0.0576484,0.826395,-1.57754,1.40625,0.121094,3.96875,-1.10938,0.21875,4.33984,-1.25781,0.21875,4.41406,1.18359,0.21875,4.04297,427,442,377,414,1,1,1,1
0.611001,0.0659445,0.832935,-1.57677,-0.0422069,0.82585,-1.57338,-0.0410563,0.829907,-1.58146,0.0576484,0.826395,-1.57754,1.30859,0.0976562,3.82031,-1.0625,0.195312,4.44922,-1.30859,0.21875,4.44922,1.21094,0.171875,4.11719,427,441,377,414,1,1,1,1
0.627799,0.0659445,0.832935,-1.57677,-0.0422069,0.82585,-1.57338,-0.0410563,0.829907,-1.58146,0.0576484,0.826395,-1.57754,1.30859,0.0976562,3.82031,-1.0625,0.195312,4.44922,-1.30859,0.21875,4.44922,1.21094,0.171875,4.11719,427,441,377,414,1,1,1,1
0.638086,0.0659445,0.832935,-1.57677,-0.0422069,0.82585,-1.57338,-0.0410563,0.829907,-1.58146,0.0576484,0.826395,-1.57754,1.30859,0.0976562,3.82031,-1.0625,0.195312,4.44922,-1.30859,0.21875,4.44922,1.21094,0.171875,4.11719,427,441,377,414,1,1,1,1
0.648411,0.0659445,0.832935,-1.57677,-0.0422069,0.82585,-1.57338,-0.0410563,0.829907,-1.58146,0.0576484,0.826395,-1.57754,1.30859,0.0976562,3.82031,-1.0625,0.195312,4.44922,-1.30859,0.21875,4.44922,1.21094,0.171875,4.11719,427,441,377,414,1,1,1,1
0.658669,0.0659445,0.832874,-1.57677,-0.0421463,0.82591,-1.57338,-0.0409958,0.829907,-1.58142,0.0575879,0.826395,-1.5775,1.30859,0.0976562,3.92969,-1.10938,0.246094,4.44922,-1.33203,0.292969,4.375,1.16016,0.246094,4.04297,427,442,377,414,1,1,1,1
0.668876,0.0659445,0.832874,-1.57677,-0.0421463,0.82591,-1.57338,-0.0409958,0.829907,-1.58142,0.0575879,0.826395,-1.5775,1.30859,0.0976562,3.92969,-1.10938,0.246094,4.44922,-1.33203,0.292969,4.375,1.16016,0.246094,4.04297,427,442,377,414,1,1,1,1
0.679306,0.0659445,0.832874,-1.57677,-0.0421463,0.82591,-1.57338,-0.0409958,0.829907,-1.58142,0.0575879,0.826395,-1.5775,1.30859,0.0976562,3.92969,-1.10938,0.246094,4.44922,-1.33203,0.292969,4.375,1.16016,0.246094,4.04297,427,442,377,414,1,1,1,1
0.689495,0.0659445,0.832874,-1.57677,-0.0421463,0.82591,-1.57338,-0.0409958,0.829907,-1.58142,0.0575879,0.826395,-1.5775,1.30859,0.0976562,3.92969,-1.10938,0.246094,4.44922,-1.33203,0.292969,4.375,1.16016,0.246094,4.04297,427,442,377,414,1,1,1,1
0.699704,0.0659445,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0409958,0.829907,-1.58142,0.0575879,0.826395,-1.57754,1.35938,0.144531,3.89453,-1.08594,0.246094,4.41406,-1.28516,0.269531,4.41406,1.13672,0.269531,4.07812,427,442,377,414,1,1,1,1
0.709997,0.0659445,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0409958,0.829907,-1.58142,0.0575879,0.826395,-1.57754,1.35938,0.144531,3.89453,-1.08594,0.246094,4.41406,-1.28516,0.269531,4.41406,1.13672,0.269531,4.07812,427,442,377,414,1,1,1,1
0.720211,0.0659445,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0409958,0.829907,-1.58142,0.0575879,0.826395,-1.57754,1.35938,0.144531,3.89453,-1.08594,0.246094,4.41406,-1.28516,0.269531,4.41406,1.13672,0.269531,4.07812,427,442,377,414,1,1,1,1
0.730367,0.0659445,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0409958,0.829907,-1.58142,0.0575879,0.826395,-1.57754,1.35938,0.144531,3.89453,-1.08594,0.246094,4.41406,-1.28516,0.269531,4.41406,1.13672,0.269531,4.07812,427,442,377,414,1,1,1,1
0.740739,0.0659445,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0410563,0.829907,-1.58142,0.0575879,0.826395,-1.57754,1.25781,0.21875,3.96875,-1.13672,0.269531,4.33984,-1.30859,0.246094,4.48828,1.18359,0.171875,3.92969,427,442,377,414,1,1,1,1
0.75095,0.0659445,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0410563,0.829907,-1.58142,0.0575879,0.826395,-1.57754,1.25781,0.21875,3.96875,-1.13672,0.269531,4.33984,-1.30859,0.246094,4.48828,1.18359,0.171875,3.92969,427,442,377,414,1,1,1,1
0.761178,0.0659445,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0410563,0.829907,-1.58142,0.0575879,0.826395,-1.57754,1.25781,0.21875,3.96875,-1.13672,0.269531,4.33984,-1.30859,0.246094,4.48828,1.18359,0.171875,3.92969,427,442,377,414,1,1,1,1
0.771491,0.0659445,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0410563,0.829907,-1.58142,0.0575879,0.826395,-1.57754,1.25781,0.21875,3.96875,-1.13672,0.269531,4.33984,-1.30859,0.246094,4.48828,1.18359,0.171875,3.92969,427,442,377,414,1,1,1,1
0.782169,0.0659445,0.832935,-1.57677,-0.0422674,0.82585,-1.57338,-0.0409958,0.829847,-1.58142,0.0576484,0.826395,-1.5775,1.25781,0.0703125,4.00391,-1.13672,0.171875,4.375,-1.28516,0.21875,4.48828,1.21094,0.144531,3.89453,427,441,377,414,1,1,1,1
0.792792,0.0659445,0.832935,-1.57677,-0.0422674,0.82585,-1.57338,-0.0409958,0.829847,-1.58142,0.0576484,0.826395,-1.5775,1.25781,0.0703125,4.00391,-1.13672,0.171875,4.375,-1.28516,0.21875,4.48828,1.21094,0.144531,3.89453,427,441,377,414,1,1,1,1
0.803591,0.0659445,0.832935,-1.57677,-0.0422674,0.82585,-1.57338,-0.0409958,0.829847,-1.58142,0.0576484,0.826395,-1.5775,1.25781,0.0703125,4.00391,-1.13672,0.171875,4.375,-1.28516,0.21875,4.48828,1.21094,0.144531,3.89453,427,441,377,414,1,1,1,1
0.8138,0.0659445,0.832874,-1.57677,-0.0422069,0.82585,-1.57342,-0.0409958,0.829907,-1.58146,0.0575879,0.826395,-1.57754,1.33203,0.121094,3.70703,-1.16016,0.195312,4.33984,-1.43359,0.269531,4.48828,1.21094,0.171875,4.00391,427,442,377,414,1,1,1,1
0.824482,0.0659445,0.832874,-1.57677,-0.0422069,0.82585,-1.57342,-0.0409958,0.829907,-1.58146,0.0575879,0.826395,-1.57754,1.33203,0.121094,3.70703,-1.16016,0.195312,4.33984,-1.43359,0.269531,4.48828,1.21094,0.171875,4.00391,427,442,377,414,1,1,1,1
0.834692,0.0659445,0.832874,-1.57677,-0.0422069,0.82585,-1.57342,-0.0409958,0.829907,-1.58146,0.0575879,0.826395,-1.57754,1.33203,0.121094,3.70703,-1.16016,0.195312,4.33984,-1.43359,0.269531,4.48828,1.21094,0.171875,4.00391,427,442,377,414,1,1,1,1
0.844851,0.0659445,0.832874,-1.57677,-0.0422069,0.82585,-1.57342,-0.0409958,0.829907,-1.58146,0.0575879,0.826395,-1.57754,1.33203,0.121094,3.70703,-1.16016,0.195312,4.33984,-1.43359,0.269531,4.48828,1.21094,0.171875,4.00391,427,442,377,414,1,1,1,1
0.855002,0.0659445,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0409958,0.829907,-1.58142,0.057709,0.826395,-1.5775,1.43359,0.121094,3.89453,-1.18359,0.195312,4.375,-1.38281,0.292969,4.41406,1.21094,0.171875,3.96875,427,442,377,414,1,1,1,1
0.865491,0.0659445,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0409958,0.829907,-1.58142,0.057709,0.826395,-1.5775,1.43359,0.121094,3.89453,-1.18359,0.195312,4.375,-1.38281,0.292969,4.41406,1.21094,0.171875,3.96875,427,442,377,414,1,1,1,1
0.875927,0.0659445,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0409958,0.829907,-1.58142,0.057709,0.826395,-1.5775,1.43359,0.121094,3.89453,-1.18359,0.195312,4.375,-1.38281,0.292969,4.41406,1.21094,0.171875,3.96875,427,442,377,414,1,1,1,1
0.886234,0.0659445,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0409958,0.829907,-1.58142,0.057709,0.826395,-1.5775,1.43359,0.121094,3.89453,-1.18359,0.195312,4.375,-1.38281,0.292969,4.41406,1.21094,0.171875,3.96875,427,442,377,414,1,1,1,1
0.896734,0.0659445,0.832874,-1.57677,-0.0421463,0.82591,-1.57334,-0.0409958,0.829907,-1.58142,0.0576484,0.826334,-1.5775,1.35938,0.195312,3.92969,-1.0625,0.367188,4.41406,-1.25781,0.292969,4.48828,1.18359,0.171875,3.92969,427,442,377,414,1,1,1,1
0.906875,0.0659445,0.832874,-1.57677,-0.0421463,0.82591,-1.57334,-0.0409958,0.829907,-1.58142,0.0576484,0.826334,-1.5775,1.35938,0.195312,3.92969,-1.0625,0.367188,4.41406,-1.25781,0.292969,4.48828,1.18359,0.171875,3.92969,427,442,377,414,1,1,1,1
0.917091,0.0659445,0.832874,-1.57677,-0.0421463,0.82591,-1.57334,-0.0409958,0.829907,-1.58142,0.0576484,0.826334,-1.5775,1.35938,0.195312,3.92969,-1.0625,0.367188,4.41406,-1.25781,0.292969,4.48828,1.18359,0.171875,3.92969,427,442,377,414,1,1,1,1
0.927758,0.0659445,0.832874,-1.57677,-0.0421463,0.82591,-1.57334,-0.0409958,0.829907,-1.58142,0.0576484,0.826334,-1.5775,1.35938,0.195312,3.92969,-1.0625,0.367188,4.41406,-1.25781,0.292969,4.48828,1.18359,0.171875,3.92969,427,442,377,414,1,1,1,1
0.937939,0.0659445,0.832935,-1.57673,-0.0422069,0.82591,-1.57338,-0.0409352,0.829968,-1.58142,0.057709,0.826334,-1.57754,1.38281,0.0976562,3.96875,-1.18359,0.269531,4.41406,-1.35938,0.144531,4.375,1.23438,0.195312,3.96875,427,442,377,414,1,1,1,1
0.948108,0.0659445,0.832935,-1.57673,-0.0422069,0.82591,-1.57338,-0.0409352,0.829968,-1.58142,0.057709,0.826334,-1.57754,1.38281,0.0976562,3.96875,-1.18359,0.269531,4.41406,-1.35938,0.144531,4.375,1.23438,0.195312,3.96875,427,442,377,414,1,1,1,1
0.96118,0.0659445,0.832935,-1.57673,-0.0422069,0.82591,-1.57338,-0.0409352,0.829968,-1.58142,0.057709,0.826334,-1.57754,1.38281,0.0976562,3.96875,-1.18359,0.269531,4.41406,-1.35938,0.144531,4.375,1.23438,0.195312,3.96875,427,442,377,414,1,1,1,1
0.971385,0.0659445,0.832935,-1.57673,-0.0422069,0.82591,-1.57338,-0.0409352,0.829968,-1.58142,0.057709,0.826334,-1.57754,1.38281,0.0976562,3.96875,-1.18359,0.269531,4.41406,-1.35938,0.144531,4.375,1.23438,0.195312,3.96875,427,442,377,414,1,1,1,1
0.98204,0.0659445,0.832874,-1.57677,-0.0421463,0.82585,-1.57338,-0.0409958,0.829907,-1.58142,0.0576484,0.826395,-1.5775,1.38281,0.144531,3.92969,-1.03516,0.195312,4.41406,-1.30859,0.269531,4.48828,1.16016,0.195312,3.96875,427,442,377,414,1,1,1,1
0.993091,0.0659445,0.832874,-1.57677,-0.0421463,0.82585,-1.57338,-0.0409958,0.829907,-1.58142,0.0576484,0.826395,-1.5775,1.38281,0.144531,3.92969,-1.03516,0.195312,4.41406,-1.30859,0.269531,4.48828,1.16016,0.195312,3.96875,427,442,377,414,1,1,1,1
1.00366,0.0659445,0.832874,-1.57677,-0.0421463,0.82585,-1.57338,-0.0409958,0.829907,-1.58142,0.0576484,0.826395,-1.5775,1.38281,0.144531,3.92969,-1.03516,0.195312,4.41406,-1.30859,0.269531,4.48828,1.16016,0.195312,3.96875,427,442,377,414,1,1,1,1
1.01434,0.0659445,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0409958,0.829907,-1.58142,0.0575879,0.826395,-1.57754,1.18359,0.171875,3.85547,-1.03516,0.269531,4.44922,-1.38281,0.195312,4.52344,1.21094,0.144531,3.78125,427,441,377,414,1,1,1,1
1.02455,0.0659445,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0409958,0.829907,-1.58142,0.0575879,0.826395,-1.57754,1.18359,0.171875,3.85547,-1.03516,0.269531,4.44922,-1.38281,0.195312,4.52344,1.21094,0.144531,3.78125,427,441,377,414,1,1,1,1
1.03468,0.0659445,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0409958,0.829907,-1.58142,0.0575879,0.826395,-1.57754,1.18359,0.171875,3.85547,-1.03516,0.269531,4.44922,-1.38281,0.195312,4.52344,1.21094,0.144531,3.78125,427,441,377,414,1,1,1,1
1.04746,0.0659445,0.832874,-1.57677,-0.0422069,0.82591,-1.57338,-0.0409958,0.829907,-1.58142,0.0575879,0.826395,-1.57754,1.18359,0.171875,3.85547,-1.03516,0.269531,4.44922,-1.38281,0.195312,4.52344,1.21094,0.144531,3.78125,427,441,377,414,1,1,1,1
1.05787,0.0659445,0.832874,-1.57677,-0.0422069,0.82585,-1.57338,-0.0409958,0.829847,-1.58142,0.0576484,0.826395,-1.57754,1.30859,0.0976562,3.96875,-1.13672,0.269531,4.44922,-1.28516,0.246094,4.52344,1.25781,0.171875,3.89453,426,441,377,414,1,1,1,1
1.06861,0.0659445,0.832874,-1.57677,-0.0422069,0.82585,-1.57338,-0.0409958,0.829847,-1.58142,0.0576484,0.826395,-1.57754,1.30859,0.0976562,3.96875,-1.13672,0.269531,4.44922,-1.28516,0.246094,4.52344,1.25781,0.171875,3.89453,426,441,377,414,1,1,1,1
